[0, 'ENSMUSG00000102693.1']
[15309, 'ENSMUSG00000032741.9']
[15310, 'ENSMUSG00000106825.1']
[15311, 'ENSMUSG00000029601.13']
[15312, 'ENSMUSG00000029600.10']
[15313, 'ENSMUSG00000029599.13']
[15314, 'ENSMUSG00000107191.1']
[15315, 'ENSMUSG00000094282.1']
[15316, 'ENSMUSG00000107004.1']
[15317, 'ENSMUSG00000089830.1']
[15318, 'ENSMUSG00000029602.11']
[15319, 'ENSMUSG00000029603.15']
[15320, 'ENSMUSG00000032690.16']
[15321, 'ENSMUSG00000107075.1']
[15322, 'ENSMUSG00000032661.9']
[15323, 'ENSMUSG00000107179.1']
[15324, 'ENSMUSG00000066867.8']
[15325, 'ENSMUSG00000001166.17']
[15326, 'ENSMUSG00000029605.16']
[15327, 'ENSMUSG00000053765.4']
[15328, 'ENSMUSG00000092939.1']
[15329, 'ENSMUSG00000001168.16']
[15330, 'ENSMUSG00000066861.14']
[15331, 'ENSMUSG00000052776.10']
[15332, 'ENSMUSG00000032623.9']
[15333, 'ENSMUSG00000118628.1']
[15334, 'ENSMUSG00000029608.10']
[15335, 'ENSMUSG00000106841.1']
[15336, 'ENSMUSG00000043733.14']
[15337, 'ENSMUSG00000106940.1']
[15338, 'ENSMUSG00000029614.13']
[15339, 'ENSMUSG00000064841.1']
[15340, 'ENSMUSG00000042744.16']
[15341, 'ENSMUSG00000077347.1']
[15342, 'ENSMUSG00000042726.14']
[15343, 'ENSMUSG00000104985.1']
[15344, 'ENSMUSG00000106209.1']
[15345, 'ENSMUSG00000042719.17']
[15346, 'ENSMUSG00000106115.1']
[15347, 'ENSMUSG00000029616.9']
[15348, 'ENSMUSG00000029452.18']
[15349, 'ENSMUSG00000082760.2']
[15350, 'ENSMUSG00000062438.4']
[15351, 'ENSMUSG00000104999.1']
[15352, 'ENSMUSG00000072647.6']
[15353, 'ENSMUSG00000105340.5']
[15354, 'ENSMUSG00000029454.15']
[15355, 'ENSMUSG00000082265.1']
[15356, 'ENSMUSG00000029455.14']
[15357, 'ENSMUSG00000106590.1']
[15358, 'ENSMUSG00000042647.13']
[15359, 'ENSMUSG00000029456.12']
[15360, 'ENSMUSG00000029458.14']
[15361, 'ENSMUSG00000042605.16']
[15362, 'ENSMUSG00000106110.1']
[15363, 'ENSMUSG00000089729.1']
[15364, 'ENSMUSG00000105179.1']
[15365, 'ENSMUSG00000042594.16']
[15366, 'ENSMUSG00000099063.1']
[15367, 'ENSMUSG00000104872.1']
[15368, 'ENSMUSG00000104719.1']
[15369, 'ENSMUSG00000044134.9']
[15370, 'ENSMUSG00000042589.18']
[15371, 'ENSMUSG00000105795.1']
[15372, 'ENSMUSG00000087386.1']
[15373, 'ENSMUSG00000013936.12']
[15374, 'ENSMUSG00000043036.13']
[15375, 'ENSMUSG00000004455.16']
[15376, 'ENSMUSG00000105742.1']
[15377, 'ENSMUSG00000064267.13']
[15378, 'ENSMUSG00000038593.18']
[15379, 'ENSMUSG00000082645.3']
[15380, 'ENSMUSG00000038582.15']
[15381, 'ENSMUSG00000083909.1']
[15382, 'ENSMUSG00000038569.13']
[15383, 'ENSMUSG00000029462.18']
[15384, 'ENSMUSG00000029463.5']
[15385, 'ENSMUSG00000029464.10']
[15386, 'ENSMUSG00000104916.1']
[15387, 'ENSMUSG00000029465.14']
[15388, 'ENSMUSG00000105895.1']
[15389, 'ENSMUSG00000029466.11']
[15390, 'ENSMUSG00000079906.2']
[15391, 'ENSMUSG00000029467.15']
[15392, 'ENSMUSG00000105434.1']
[15393, 'ENSMUSG00000105970.1']
[15394, 'ENSMUSG00000106375.1']
[15395, 'ENSMUSG00000088583.1']
[15396, 'ENSMUSG00000029469.14']
[15397, 'ENSMUSG00000105815.1']
[15398, 'ENSMUSG00000105430.1']
[15399, 'ENSMUSG00000029468.17']
[15400, 'ENSMUSG00000099324.1']
[15401, 'ENSMUSG00000059352.5']
[15402, 'ENSMUSG00000029470.15']
[15403, 'ENSMUSG00000029471.13']
[15404, 'ENSMUSG00000105613.1']
[15405, 'ENSMUSG00000029472.13']
[15406, 'ENSMUSG00000029474.7']
[15407, 'ENSMUSG00000029475.17']
[15408, 'ENSMUSG00000105979.1']
[15409, 'ENSMUSG00000105311.1']
[15410, 'ENSMUSG00000056735.5']
[15411, 'ENSMUSG00000106555.4']
[15412, 'ENSMUSG00000049686.14']
[15413, 'ENSMUSG00000029477.14']
[15414, 'ENSMUSG00000105107.1']
[15415, 'ENSMUSG00000080836.1']
[15416, 'ENSMUSG00000054434.14']
[15417, 'ENSMUSG00000029449.11']
[15418, 'ENSMUSG00000104951.1']
[15419, 'ENSMUSG00000090086.7']
[15420, 'ENSMUSG00000104156.2']
[15421, 'ENSMUSG00000105881.1']
[15422, 'ENSMUSG00000038384.16']
[15423, 'ENSMUSG00000029440.15']
[15424, 'ENSMUSG00000029445.13']
[15425, 'ENSMUSG00000104606.1']
[15426, 'ENSMUSG00000029442.18']
[15427, 'ENSMUSG00000094664.1']
[15428, 'ENSMUSG00000087063.1']
[15429, 'ENSMUSG00000087336.2']
[15430, 'ENSMUSG00000029438.9']
[15431, 'ENSMUSG00000065191.1']
[15432, 'ENSMUSG00000104830.1']
[15433, 'ENSMUSG00000086700.2']
[15434, 'ENSMUSG00000038342.15']
[15435, 'ENSMUSG00000106254.1']
[15436, 'ENSMUSG00000104940.1']
[15437, 'ENSMUSG00000106636.1']
[15438, 'ENSMUSG00000082532.1']
[15439, 'ENSMUSG00000029437.12']
[15440, 'ENSMUSG00000063409.12']
[15441, 'ENSMUSG00000086753.1']
[15442, 'ENSMUSG00000029433.16']
[15443, 'ENSMUSG00000029431.5']
[15444, 'ENSMUSG00000114278.2']
[15445, 'ENSMUSG00000089389.1']
[15446, 'ENSMUSG00000098951.1']
[15447, 'ENSMUSG00000029434.12']
[15448, 'ENSMUSG00000104704.1']
[15449, 'ENSMUSG00000049550.17']
[15450, 'ENSMUSG00000084552.1']
[15451, 'ENSMUSG00000104877.1']
[15452, 'ENSMUSG00000104694.1']
[15453, 'ENSMUSG00000029427.11']
[15454, 'ENSMUSG00000029422.15']
[15455, 'ENSMUSG00000029414.11']
[15456, 'ENSMUSG00000045502.6']
[15457, 'ENSMUSG00000049241.5']
[15458, 'ENSMUSG00000023106.15']
[15459, 'ENSMUSG00000105875.1']
[15460, 'ENSMUSG00000061882.12']
[15461, 'ENSMUSG00000000915.15']
[15462, 'ENSMUSG00000098454.1']
[15463, 'ENSMUSG00000066278.6']
[15464, 'ENSMUSG00000102725.2']
[15465, 'ENSMUSG00000106261.1']
[15466, 'ENSMUSG00000104818.1']
[15467, 'ENSMUSG00000029408.13']
[15468, 'ENSMUSG00000085433.2']
[15469, 'ENSMUSG00000023707.13']
[15470, 'ENSMUSG00000029404.15']
[15471, 'ENSMUSG00000029406.15']
[15472, 'ENSMUSG00000089842.2']
[15473, 'ENSMUSG00000090220.1']
[15474, 'ENSMUSG00000105759.1']
[15475, 'ENSMUSG00000038126.17']
[15476, 'ENSMUSG00000087784.1']
[15477, 'ENSMUSG00000105382.1']
[15478, 'ENSMUSG00000105228.1']
[15479, 'ENSMUSG00000047635.6']
[15480, 'ENSMUSG00000029394.11']
[15481, 'ENSMUSG00000038095.15']
[15482, 'ENSMUSG00000103864.1']
[15483, 'ENSMUSG00000099144.1']
[15484, 'ENSMUSG00000049327.17']
[15485, 'ENSMUSG00000029401.8']
[15486, 'ENSMUSG00000082402.1']
[15487, 'ENSMUSG00000029402.8']
[15488, 'ENSMUSG00000029392.12']
[15489, 'ENSMUSG00000106662.1']
[15490, 'ENSMUSG00000029390.13']
[15491, 'ENSMUSG00000029389.17']
[15492, 'ENSMUSG00000029388.14']
[15493, 'ENSMUSG00000029387.10']
[15494, 'ENSMUSG00000029386.15']
[15495, 'ENSMUSG00000038023.12']
[15496, 'ENSMUSG00000088650.1']
[15497, 'ENSMUSG00000106082.4']
[15498, 'ENSMUSG00000038011.15']
[15499, 'ENSMUSG00000105583.1']
[15500, 'ENSMUSG00000037979.13']
[15501, 'ENSMUSG00000079215.8']
[15502, 'ENSMUSG00000037962.7']
[15503, 'ENSMUSG00000029478.16']
[15504, 'ENSMUSG00000105604.1']
[15505, 'ENSMUSG00000106663.1']
[15506, 'ENSMUSG00000105039.1']
[15507, 'ENSMUSG00000037936.15']
[15508, 'ENSMUSG00000106458.1']
[15509, 'ENSMUSG00000104932.1']
[15510, 'ENSMUSG00000008348.9']
[15511, 'ENSMUSG00000072612.3']
[15512, 'ENSMUSG00000029480.13']
[15513, 'ENSMUSG00000106271.1']
[15514, 'ENSMUSG00000037905.13']
[15515, 'ENSMUSG00000104793.1']
[15516, 'ENSMUSG00000029482.4']
[15517, 'ENSMUSG00000098350.1']
[15518, 'ENSMUSG00000070498.3']
[15519, 'ENSMUSG00000091970.3']
[15520, 'ENSMUSG00000105274.1']
[15521, 'ENSMUSG00000106378.1']
[15522, 'ENSMUSG00000105593.4']
[15523, 'ENSMUSG00000105189.1']
[15524, 'ENSMUSG00000094875.1']
[15525, 'ENSMUSG00000104175.1']
[15526, 'ENSMUSG00000104825.1']
[15527, 'ENSMUSG00000084551.1']
[15528, 'ENSMUSG00000105673.1']
[15529, 'ENSMUSG00000106235.1']
[15530, 'ENSMUSG00000105316.1']
[15531, 'ENSMUSG00000106644.1']
[15532, 'ENSMUSG00000105782.1']
[15533, 'ENSMUSG00000105490.1']
[15534, 'ENSMUSG00000105575.1']
[15535, 'ENSMUSG00000105308.4']
[15536, 'ENSMUSG00000104778.1']
[15537, 'ENSMUSG00000034324.16']
[15538, 'ENSMUSG00000087104.7']
[15539, 'ENSMUSG00000104971.1']
[15540, 'ENSMUSG00000106015.1']
[15541, 'ENSMUSG00000029416.17']
[15542, 'ENSMUSG00000105362.1']
[15543, 'ENSMUSG00000049971.17']
[15544, 'ENSMUSG00000034310.8']
[15545, 'ENSMUSG00000061331.5']
[15546, 'ENSMUSG00000085328.2']
[15547, 'ENSMUSG00000104581.1']
[15548, 'ENSMUSG00000105772.1']
[15549, 'ENSMUSG00000105857.1']
[15550, 'ENSMUSG00000106275.1']
[15551, 'ENSMUSG00000104727.1']
[15552, 'ENSMUSG00000104980.1']
[15553, 'ENSMUSG00000105172.1']
[15554, 'ENSMUSG00000072591.10']
[15555, 'ENSMUSG00000105059.1']
[15556, 'ENSMUSG00000081683.5']
[15557, 'ENSMUSG00000029423.10']
[15558, 'ENSMUSG00000105483.1']
[15559, 'ENSMUSG00000029420.14']
[15560, 'ENSMUSG00000105271.1']
[15561, 'ENSMUSG00000106522.1']
[15562, 'ENSMUSG00000029428.13']
[15563, 'ENSMUSG00000029430.13']
[15564, 'ENSMUSG00000044017.16']
[15565, 'ENSMUSG00000060419.8']
[15566, 'ENSMUSG00000104681.1']
[15567, 'ENSMUSG00000104873.1']
[15568, 'ENSMUSG00000029439.14']
[15569, 'ENSMUSG00000104814.1']
[15570, 'ENSMUSG00000029436.9']
[15571, 'ENSMUSG00000057244.6']
[15572, 'ENSMUSG00000051034.7']
[15573, 'ENSMUSG00000034219.15']
[15574, 'ENSMUSG00000034211.14']
[15575, 'ENSMUSG00000029432.12']
[15576, 'ENSMUSG00000086916.2']
[15577, 'ENSMUSG00000029446.14']
[15578, 'ENSMUSG00000029447.11']
[15579, 'ENSMUSG00000065304.1']
[15580, 'ENSMUSG00000093413.1']
[15581, 'ENSMUSG00000025538.15']
[15582, 'ENSMUSG00000025537.12']
[15583, 'ENSMUSG00000106840.1']
[15584, 'ENSMUSG00000070493.3']
[15585, 'ENSMUSG00000034173.13']
[15586, 'ENSMUSG00000095789.6']
[15587, 'ENSMUSG00000066735.8']
[15588, 'ENSMUSG00000107118.1']
[15589, 'ENSMUSG00000106757.1']
[15590, 'ENSMUSG00000025534.17']
[15591, 'ENSMUSG00000025533.15']
[15592, 'ENSMUSG00000025532.13']
[15593, 'ENSMUSG00000034118.15']
[15594, 'ENSMUSG00000107216.1']
[15595, 'ENSMUSG00000034110.8']
[15596, 'ENSMUSG00000025340.14']
[15597, 'ENSMUSG00000080893.1']
[15598, 'ENSMUSG00000094092.1']
[15599, 'ENSMUSG00000053094.15']
[15600, 'ENSMUSG00000107143.1']
[15601, 'ENSMUSG00000106751.1']
[15602, 'ENSMUSG00000025337.10']
[15603, 'ENSMUSG00000056310.14']
[15604, 'ENSMUSG00000060371.12']
[15605, 'ENSMUSG00000052014.6']
[15606, 'ENSMUSG00000106849.1']
[15607, 'ENSMUSG00000088972.2']
[15608, 'ENSMUSG00000106694.1']
[15609, 'ENSMUSG00000034040.16']
[15610, 'ENSMUSG00000107207.1']
[15611, 'ENSMUSG00000107295.1']
[15612, 'ENSMUSG00000106729.1']
[15613, 'ENSMUSG00000106710.1']
[15614, 'ENSMUSG00000105387.1']
[15615, 'ENSMUSG00000029673.17']
[15616, 'ENSMUSG00000099255.1']
[15617, 'ENSMUSG00000105470.1']
[15618, 'ENSMUSG00000105584.1']
[15619, 'ENSMUSG00000104987.1']
[15620, 'ENSMUSG00000105500.1']
[15621, 'ENSMUSG00000105289.1']
[15622, 'ENSMUSG00000105726.1']
[15623, 'ENSMUSG00000106557.1']
[15624, 'ENSMUSG00000105773.1']
[15625, 'ENSMUSG00000106570.1']
[15626, 'ENSMUSG00000106516.1']
[15627, 'ENSMUSG00000105720.1']
[15628, 'ENSMUSG00000106395.1']
[15629, 'ENSMUSG00000106356.1']
[15630, 'ENSMUSG00000106386.1']
[15631, 'ENSMUSG00000106320.1']
[15632, 'ENSMUSG00000104936.1']
[15633, 'ENSMUSG00000105985.1']
[15634, 'ENSMUSG00000105495.1']
[15635, 'ENSMUSG00000106045.1']
[15636, 'ENSMUSG00000104994.1']
[15637, 'ENSMUSG00000106049.1']
[15638, 'ENSMUSG00000106450.1']
[15639, 'ENSMUSG00000105624.1']
[15640, 'ENSMUSG00000106384.1']
[15641, 'ENSMUSG00000105598.1']
[15642, 'ENSMUSG00000100420.1']
[15643, 'ENSMUSG00000105809.1']
[15644, 'ENSMUSG00000103500.1']
[15645, 'ENSMUSG00000088123.1']
[15646, 'ENSMUSG00000106097.1']
[15647, 'ENSMUSG00000058905.5']
[15648, 'ENSMUSG00000106172.1']
[15649, 'ENSMUSG00000105227.1']
[15650, 'ENSMUSG00000106067.1']
[15651, 'ENSMUSG00000104893.1']
[15652, 'ENSMUSG00000106800.1']
[15653, 'ENSMUSG00000087344.1']
[15654, 'ENSMUSG00000015944.9']
[15655, 'ENSMUSG00000061979.8']
[15656, 'ENSMUSG00000104195.1']
[15657, 'ENSMUSG00000015942.9']
[15658, 'ENSMUSG00000084729.1']
[15659, 'ENSMUSG00000015950.13']
[15660, 'ENSMUSG00000060261.15']
[15661, 'ENSMUSG00000107000.1']
[15662, 'ENSMUSG00000107076.1']
[15663, 'ENSMUSG00000093311.1']
[15664, 'ENSMUSG00000023079.14']
[15665, 'ENSMUSG00000077437.1']
[15666, 'ENSMUSG00000076320.1']
[15667, 'ENSMUSG00000106969.1']
[15668, 'ENSMUSG00000072576.5']
[15669, 'ENSMUSG00000106802.1']
[15670, 'ENSMUSG00000063146.11']
[15671, 'ENSMUSG00000106691.1']
[15672, 'ENSMUSG00000107090.1']
[15673, 'ENSMUSG00000085957.4']
[15674, 'ENSMUSG00000106323.1']
[15675, 'ENSMUSG00000023104.9']
[15676, 'ENSMUSG00000040751.12']
[15677, 'ENSMUSG00000040731.13']
[15678, 'ENSMUSG00000029674.13']
[15679, 'ENSMUSG00000072573.2']
[15680, 'ENSMUSG00000029675.12']
[15681, 'ENSMUSG00000107318.1']
[15682, 'ENSMUSG00000040576.8']
[15683, 'ENSMUSG00000008843.4']
[15684, 'ENSMUSG00000118424.1']
[15685, 'ENSMUSG00000107322.1']
[15686, 'ENSMUSG00000118469.1']
[15687, 'ENSMUSG00000107005.1']
[15688, 'ENSMUSG00000040557.14']
[15689, 'ENSMUSG00000047501.3']
[15690, 'ENSMUSG00000070473.4']
[15691, 'ENSMUSG00000054909.11']
[15692, 'ENSMUSG00000084392.1']
[15693, 'ENSMUSG00000107335.1']
[15694, 'ENSMUSG00000040532.14']
[15695, 'ENSMUSG00000085042.8']
[15696, 'ENSMUSG00000007207.10']
[15697, 'ENSMUSG00000005378.17']
[15698, 'ENSMUSG00000088008.1']
[15699, 'ENSMUSG00000061118.8']
[15700, 'ENSMUSG00000043614.13']
[15701, 'ENSMUSG00000005373.13']
[15702, 'ENSMUSG00000107296.1']
[15703, 'ENSMUSG00000005374.13']
[15704, 'ENSMUSG00000029681.12']
[15705, 'ENSMUSG00000002748.7']
[15706, 'ENSMUSG00000080473.1']
[15707, 'ENSMUSG00000049551.2']
[15708, 'ENSMUSG00000106913.1']
[15709, 'ENSMUSG00000040013.11']
[15710, 'ENSMUSG00000053388.10']
[15711, 'ENSMUSG00000000916.15']
[15712, 'ENSMUSG00000053293.9']
[15713, 'ENSMUSG00000099212.1']
[15714, 'ENSMUSG00000039959.13']
[15715, 'ENSMUSG00000106758.1']
[15716, 'ENSMUSG00000070464.1']
[15717, 'ENSMUSG00000004814.10']
[15718, 'ENSMUSG00000107029.1']
[15719, 'ENSMUSG00000039917.10']
[15720, 'ENSMUSG00000082001.3']
[15721, 'ENSMUSG00000094372.1']
[15722, 'ENSMUSG00000105239.1']
[15723, 'ENSMUSG00000005514.14']
[15724, 'ENSMUSG00000080972.1']
[15725, 'ENSMUSG00000039886.8']
[15726, 'ENSMUSG00000099197.1']
[15727, 'ENSMUSG00000019178.17']
[15728, 'ENSMUSG00000019179.10']
[15729, 'ENSMUSG00000039860.19']
[15730, 'ENSMUSG00000094486.1']
[15731, 'ENSMUSG00000085026.1']
[15732, 'ENSMUSG00000095502.1']
[15733, 'ENSMUSG00000004951.10']
[15734, 'ENSMUSG00000105047.1']
[15735, 'ENSMUSG00000051391.9']
[15736, 'ENSMUSG00000029699.13']
[15737, 'ENSMUSG00000004948.12']
[15738, 'ENSMUSG00000004947.15']
[15739, 'ENSMUSG00000042985.7']
[15740, 'ENSMUSG00000006143.12']
[15741, 'ENSMUSG00000004952.13']
[15742, 'ENSMUSG00000088188.1']
[15743, 'ENSMUSG00000086656.1']
[15744, 'ENSMUSG00000099003.1']
[15745, 'ENSMUSG00000039771.13']
[15746, 'ENSMUSG00000105349.1']
[15747, 'ENSMUSG00000029703.10']
[15748, 'ENSMUSG00000039754.10']
[15749, 'ENSMUSG00000039747.11']
[15750, 'ENSMUSG00000039737.11']
[15751, 'ENSMUSG00000106243.1']
[15752, 'ENSMUSG00000005057.13']
[15753, 'ENSMUSG00000029705.17']
[15754, 'ENSMUSG00000086220.1']
[15755, 'ENSMUSG00000102415.1']
[15756, 'ENSMUSG00000106479.1']
[15757, 'ENSMUSG00000104369.1']
[15758, 'ENSMUSG00000005474.9']
[15759, 'ENSMUSG00000004415.15']
[15760, 'ENSMUSG00000092402.1']
[15761, 'ENSMUSG00000104707.1']
[15762, 'ENSMUSG00000007987.12']
[15763, 'ENSMUSG00000097908.7']
[15764, 'ENSMUSG00000019054.13']
[15765, 'ENSMUSG00000001739.14']
[15766, 'ENSMUSG00000059518.14']
[15767, 'ENSMUSG00000004846.10']
[15768, 'ENSMUSG00000076240.1']
[15769, 'ENSMUSG00000087244.1']
[15770, 'ENSMUSG00000098131.1']
[15771, 'ENSMUSG00000037428.14']
[15772, 'ENSMUSG00000004849.14']
[15773, 'ENSMUSG00000037411.10']
[15774, 'ENSMUSG00000043279.9']
[15775, 'ENSMUSG00000037390.12']
[15776, 'ENSMUSG00000079174.3']
[15777, 'ENSMUSG00000106466.1']
[15778, 'ENSMUSG00000118522.1']
[15779, 'ENSMUSG00000106190.1']
[15780, 'ENSMUSG00000094840.5']
[15781, 'ENSMUSG00000105736.1']
[15782, 'ENSMUSG00000023328.14']
[15783, 'ENSMUSG00000099145.1']
[15784, 'ENSMUSG00000051502.7']
[15785, 'ENSMUSG00000037364.12']
[15786, 'ENSMUSG00000098624.1']
[15787, 'ENSMUSG00000106058.1']
[15788, 'ENSMUSG00000023348.11']
[15789, 'ENSMUSG00000037344.14']
[15790, 'ENSMUSG00000105802.1']
[15791, 'ENSMUSG00000029710.15']
[15792, 'ENSMUSG00000079173.11']
[15793, 'ENSMUSG00000106476.1']
[15794, 'ENSMUSG00000029711.13']
[15795, 'ENSMUSG00000029715.5']
[15796, 'ENSMUSG00000105851.1']
[15797, 'ENSMUSG00000106237.1']
[15798, 'ENSMUSG00000029714.11']
[15799, 'ENSMUSG00000029713.15']
[15800, 'ENSMUSG00000098597.1']
[15801, 'ENSMUSG00000090873.1']
[15802, 'ENSMUSG00000029712.14']
[15803, 'ENSMUSG00000029716.13']
[15804, 'ENSMUSG00000037221.13']
[15805, 'ENSMUSG00000105408.1']
[15806, 'ENSMUSG00000029718.14']
[15807, 'ENSMUSG00000089984.7']
[15808, 'ENSMUSG00000106617.1']
[15809, 'ENSMUSG00000081228.1']
[15810, 'ENSMUSG00000093445.7']
[15811, 'ENSMUSG00000029720.9']
[15812, 'ENSMUSG00000079165.10']
[15813, 'ENSMUSG00000047182.6']
[15814, 'ENSMUSG00000029722.15']
[15815, 'ENSMUSG00000079163.3']
[15816, 'ENSMUSG00000082088.1']
[15817, 'ENSMUSG00000045348.16']
[15818, 'ENSMUSG00000029723.16']
[15819, 'ENSMUSG00000029725.10']
[15820, 'ENSMUSG00000029726.16']
[15821, 'ENSMUSG00000037108.13']
[15822, 'ENSMUSG00000046245.13']
[15823, 'ENSMUSG00000066684.10']
[15824, 'ENSMUSG00000106478.1']
[15825, 'ENSMUSG00000066682.11']
[15826, 'ENSMUSG00000106155.1']
[15827, 'ENSMUSG00000105649.1']
[15828, 'ENSMUSG00000106435.1']
[15829, 'ENSMUSG00000029727.7']
[15830, 'ENSMUSG00000083813.1']
[15831, 'ENSMUSG00000105787.1']
[15832, 'ENSMUSG00000056966.7']
[15833, 'ENSMUSG00000037053.6']
[15834, 'ENSMUSG00000063739.2']
[15835, 'ENSMUSG00000100543.1']
[15836, 'ENSMUSG00000075599.4']
[15837, 'ENSMUSG00000079156.11']
[15838, 'ENSMUSG00000075598.5']
[15839, 'ENSMUSG00000029729.12']
[15840, 'ENSMUSG00000106102.1']
[15841, 'ENSMUSG00000037017.15']
[15842, 'ENSMUSG00000037007.17']
[15843, 'ENSMUSG00000019494.14']
[15844, 'ENSMUSG00000029730.16']
[15845, 'ENSMUSG00000065394.1']
[15846, 'ENSMUSG00000065527.1']
[15847, 'ENSMUSG00000065514.1']
[15848, 'ENSMUSG00000019518.11']
[15849, 'ENSMUSG00000036980.13']
[15850, 'ENSMUSG00000036968.15']
[15851, 'ENSMUSG00000049285.4']
[15852, 'ENSMUSG00000089783.2']
[15853, 'ENSMUSG00000106338.1']
[15854, 'ENSMUSG00000084469.1']
[15855, 'ENSMUSG00000047592.17']
[15856, 'ENSMUSG00000050552.8']
[15857, 'ENSMUSG00000036948.17']
[15858, 'ENSMUSG00000085227.1']
[15859, 'ENSMUSG00000075593.10']
[15860, 'ENSMUSG00000106247.1']
[15861, 'ENSMUSG00000029510.15']
[15862, 'ENSMUSG00000036928.14']
[15863, 'ENSMUSG00000109713.1']
[15864, 'ENSMUSG00000106161.1']
[15865, 'ENSMUSG00000075591.2']
[15866, 'ENSMUSG00000080935.3']
[15867, 'ENSMUSG00000093932.1']
[15868, 'ENSMUSG00000112214.1']
[15869, 'ENSMUSG00000112194.1']
[15870, 'ENSMUSG00000036898.16']
[15871, 'ENSMUSG00000046440.9']
[15872, 'ENSMUSG00000104668.1']
[15873, 'ENSMUSG00000029526.5']
[15874, 'ENSMUSG00000058291.14']
[15875, 'ENSMUSG00000092916.1']
[15876, 'ENSMUSG00000081142.1']
[15877, 'ENSMUSG00000104686.1']
[15878, 'ENSMUSG00000056014.15']
[15879, 'ENSMUSG00000103298.1']
[15880, 'ENSMUSG00000025854.15']
[15881, 'ENSMUSG00000094504.3']
[15882, 'ENSMUSG00000025856.15']
[15883, 'ENSMUSG00000075585.3']
[15884, 'ENSMUSG00000025855.13']
[15885, 'ENSMUSG00000086873.1']
[15886, 'ENSMUSG00000025857.10']
[15887, 'ENSMUSG00000036817.14']
[15888, 'ENSMUSG00000106127.1']
[15889, 'ENSMUSG00000025858.12']
[15890, 'ENSMUSG00000056413.16']
[15891, 'ENSMUSG00000098690.1']
[15892, 'ENSMUSG00000045438.12']
[15893, 'ENSMUSG00000029541.12']
[15894, 'ENSMUSG00000053553.11']
[15895, 'ENSMUSG00000065593.1']
[15896, 'ENSMUSG00000044197.8']
[15897, 'ENSMUSG00000044092.8']
[15898, 'ENSMUSG00000053647.4']
[15899, 'ENSMUSG00000095016.1']
[15900, 'ENSMUSG00000053581.13']
[15901, 'ENSMUSG00000106056.1']
[15902, 'ENSMUSG00000029546.12']
[15903, 'ENSMUSG00000104637.1']
[15904, 'ENSMUSG00000036718.17']
[15905, 'ENSMUSG00000029547.10']
[15906, 'ENSMUSG00000098574.1']
[15907, 'ENSMUSG00000018143.10']
[15908, 'ENSMUSG00000036687.13']
[15909, 'ENSMUSG00000098140.1']
[15910, 'ENSMUSG00000029551.13']
[15911, 'ENSMUSG00000064694.1']
[15912, 'ENSMUSG00000105335.1']
[15913, 'ENSMUSG00000048988.8']
[15914, 'ENSMUSG00000106090.1']
[15915, 'ENSMUSG00000029554.15']
[15916, 'ENSMUSG00000105453.1']
[15917, 'ENSMUSG00000085673.1']
[15918, 'ENSMUSG00000087606.1']
[15919, 'ENSMUSG00000106497.1']
[15920, 'ENSMUSG00000087248.7']
[15921, 'ENSMUSG00000105679.1']
[15922, 'ENSMUSG00000036639.12']
[15923, 'ENSMUSG00000029557.7']
[15924, 'ENSMUSG00000029560.12']
[15925, 'ENSMUSG00000056076.13']
[15926, 'ENSMUSG00000098319.1']
[15927, 'ENSMUSG00000106350.2']
[15928, 'ENSMUSG00000105056.1']
[15929, 'ENSMUSG00000036599.10']
[15930, 'ENSMUSG00000105845.1']
[15931, 'ENSMUSG00000105633.1']
[15932, 'ENSMUSG00000036586.6']
[15933, 'ENSMUSG00000105699.1']
[15934, 'ENSMUSG00000029570.5']
[15935, 'ENSMUSG00000036565.7']
[15936, 'ENSMUSG00000036555.14']
[15937, 'ENSMUSG00000000148.17']
[15938, 'ENSMUSG00000050022.16']
[15939, 'ENSMUSG00000000149.10']
[15940, 'ENSMUSG00000036526.8']
[15941, 'ENSMUSG00000104683.1']
[15942, 'ENSMUSG00000093344.1']
[15943, 'ENSMUSG00000039683.16']
[15944, 'ENSMUSG00000083382.1']
[15945, 'ENSMUSG00000105873.1']
[15946, 'ENSMUSG00000105344.1']
[15947, 'ENSMUSG00000105212.1']
[15948, 'ENSMUSG00000084934.1']
[15949, 'ENSMUSG00000089164.1']
[15950, 'ENSMUSG00000085540.1']
[15951, 'ENSMUSG00000097947.1']
[15952, 'ENSMUSG00000056493.9']
[15953, 'ENSMUSG00000039623.13']
[15954, 'ENSMUSG00000029576.17']
[15955, 'ENSMUSG00000074817.2']
[15956, 'ENSMUSG00000105213.1']
[15957, 'ENSMUSG00000039533.8']
[15958, 'ENSMUSG00000104978.1']
[15959, 'ENSMUSG00000029578.15']
[15960, 'ENSMUSG00000050822.11']
[15961, 'ENSMUSG00000039477.16']
[15962, 'ENSMUSG00000082308.1']
[15963, 'ENSMUSG00000066640.11']
[15964, 'ENSMUSG00000097559.1']
[15965, 'ENSMUSG00000029580.14']
[15966, 'ENSMUSG00000029581.14']
[15967, 'ENSMUSG00000045078.12']
[15968, 'ENSMUSG00000106543.1']
[15969, 'ENSMUSG00000105714.1']
[15970, 'ENSMUSG00000090981.6']
[15971, 'ENSMUSG00000105901.1']
[15972, 'ENSMUSG00000104836.1']
[15973, 'ENSMUSG00000104529.4']
